Date,OrderID,Product,Category,Region,Quantity,UnitPrice,Revenue,Cost,Profit,Discount,CustomerID,CustomerSegment
2024-06-28,ORD-18661,Standing Desk,Home & Office,North America,4,648.1,2592.4,1240.6,1351.8,0.0,CUST-1586,Enterprise
2024-06-28,ORD-12885,LED Desk Lamp,Home & Office,North America,1,43.42,43.42,15.19,28.23,15.0,CUST-2326,Consumer
2024-06-28,ORD-19418,Sunglasses,Accessories,Europe,1,77.15,77.15,17.55,59.6,0.0,CUST-4029,Enterprise
2024-06-28,ORD-21735,Travel Mug,Accessories,Asia Pacific,3,20.24,60.72,18.3,42.42,0.0,CUST-2891,Consumer
2024-06-28,ORD-16286,Cloud Storage Plan,Software & Services,Middle East,2,143.54,287.08,30.08,257.0,0.0,CUST-1754,SMB
2024-06-28,ORD-14052,Premium Jacket,Clothing,Latin America,1,156.65,156.65,74.4,82.25,5.0,CUST-1394,Enterprise
2024-06-28,ORD-11808,Cloud Storage Plan,Software & Services,North America,1,124.9,124.9,15.29,109.61,0.0,CUST-2186,Government
2024-06-28,ORD-19465,Smart Watch Ultra,Electronics,Asia Pacific,3,332.55,997.65,560.67,436.98,0.0,CUST-4381,Consumer
2024-06-28,ORD-20321,Mechanical Keyboard,Electronics,Latin America,1,135.81,135.81,56.66,79.15,0.0,CUST-4972,SMB
2024-06-28,ORD-16361,4K Monitor,Electronics,North America,1,546.34,546.34,304.3,242.04,0.0,CUST-1420,Consumer
2024-06-29,ORD-21244,Cloud Storage Plan,Software & Services,Latin America,7,107.11,749.77,108.78,640.99,0.0,CUST-4388,Consumer
2024-06-29,ORD-10547,Laptop Pro X1,Electronics,Middle East,1,937.75,937.75,602.2,335.55,0.0,CUST-3645,Consumer
2024-06-29,ORD-20835,Sunglasses,Accessories,Latin America,3,54.94,164.82,53.25,111.57,0.0,CUST-3073,Enterprise
2024-06-29,ORD-10857,Mechanical Keyboard,Electronics,North America,1,148.82,148.82,57.43,91.39,0.0,CUST-3620,Consumer
2024-06-29,ORD-20227,Sunglasses,Accessories,Latin America,2,58.84,117.68,35.16,82.52,0.0,CUST-1725,Consumer
2024-06-29,ORD-16929,Phone Case Premium,Accessories,Asia Pacific,11,26.55,292.05,76.67,215.38,0.0,CUST-4323,SMB
2024-06-29,ORD-14648,Bookshelf Organizer,Home & Office,North America,1,106.6,106.6,38.92,67.68,0.0,CUST-3790,Consumer
2024-06-29,ORD-21371,Travel Mug,Accessories,Middle East,3,19.22,57.66,18.66,39.0,0.0,CUST-1967,SMB
2024-06-29,ORD-21714,Cloud Storage Plan,Software & Services,North America,1,134.4,134.4,15.74,118.66,0.0,CUST-1909,Enterprise
2024-06-29,ORD-14420,Project Mgmt Tool,Software & Services,Asia Pacific,3,162.88,488.64,66.87,421.77,0.0,CUST-4898,Enterprise
2024-06-29,ORD-17624,Phone Case Premium,Accessories,Europe,2,27.26,54.52,14.52,40.0,0.0,CUST-1561,Enterprise
2024-06-29,ORD-20877,Mechanical Keyboard,Electronics,Latin America,1,125.51,125.51,56.83,68.68,0.0,CUST-2792,SMB
2024-06-29,ORD-11200,Ergonomic Chair,Home & Office,Europe,4,472.95,1891.8,828.56,1063.24,0.0,CUST-2680,Enterprise
2024-06-29,ORD-10747,Air Purifier,Home & Office,Europe,1,224.0,224.0,92.77,131.23,0.0,CUST-1966,SMB
2024-06-29,ORD-12559,Casual T-Shirt,Clothing,North America,1,38.8,38.8,9.44,29.36,0.0,CUST-1100,Enterprise
2024-06-29,ORD-14812,USB-C Hub,Electronics,Latin America,5,46.35,231.75,87.05,144.7,0.0,CUST-3255,SMB
2024-06-29,ORD-20120,Smart Watch Ultra,Electronics,Middle East,2,432.11,864.22,398.34,465.88,0.0,CUST-4753,Enterprise
2024-06-29,ORD-20815,Ergonomic Chair,Home & Office,Europe,1,487.88,487.88,214.16,273.72,0.0,CUST-4652,SMB
2024-06-30,ORD-17678,4K Monitor,Electronics,Latin America,1,431.12,431.12,291.63,139.49,0.0,CUST-4607,Enterprise
2024-06-30,ORD-14659,Laptop Pro X1,Electronics,Europe,2,1165.05,2330.1,1213.0,1117.1,20.0,CUST-2304,SMB
2024-06-30,ORD-11024,Sunglasses,Accessories,Asia Pacific,6,62.16,372.96,103.02,269.94,10.0,CUST-4340,Enterprise
2024-06-30,ORD-13072,Design Suite License,Software & Services,North America,4,320.11,1280.44,186.4,1094.04,0.0,CUST-1137,SMB
2024-06-30,ORD-10633,Ergonomic Chair,Home & Office,Latin America,1,392.58,392.58,213.99,178.59,15.0,CUST-4533,Enterprise
2024-06-30,ORD-16833,Phone Case Premium,Accessories,Europe,2,26.3,52.6,14.58,38.02,0.0,CUST-1168,Enterprise
2024-06-30,ORD-15090,Air Purifier,Home & Office,Europe,1,221.36,221.36,92.2,129.16,0.0,CUST-4053,Consumer
2024-06-30,ORD-16780,Backpack Elite,Accessories,Europe,1,106.58,106.58,34.45,72.13,10.0,CUST-3205,Consumer
2024-06-30,ORD-15787,Mechanical Keyboard,Electronics,Asia Pacific,2,121.88,243.76,113.64,130.12,0.0,CUST-3775,SMB
2024-06-30,ORD-14512,Coffee Maker Pro,Home & Office,Asia Pacific,4,146.51,586.04,250.88,335.16,0.0,CUST-3486,Consumer
2024-06-30,ORD-12090,Air Purifier,Home & Office,Europe,3,225.67,677.01,278.1,398.91,5.0,CUST-3867,SMB
2024-06-30,ORD-11896,Cloud Storage Plan,Software & Services,Latin America,1,100.02,100.02,14.3,85.72,0.0,CUST-4766,Consumer
2024-06-30,ORD-17573,Portable SSD 1TB,Electronics,Latin America,2,98.03,196.06,112.3,83.76,0.0,CUST-2875,Enterprise
2024-06-30,ORD-16460,VPN Annual Sub,Software & Services,Latin America,3,64.31,192.93,28.5,164.43,0.0,CUST-1377,SMB
2024-06-30,ORD-19161,Backpack Elite,Accessories,Asia Pacific,3,94.7,284.1,106.56,177.54,0.0,CUST-2846,SMB
2024-06-30,ORD-15626,Mechanical Keyboard,Electronics,North America,2,160.94,321.88,112.6,209.28,25.0,CUST-1460,Consumer
2024-07-01,ORD-12841,Travel Mug,Accessories,North America,5,19.48,97.4,30.45,66.95,0.0,CUST-2981,SMB
2024-07-01,ORD-13989,LED Desk Lamp,Home & Office,Latin America,7,41.6,291.2,108.22,182.98,0.0,CUST-1320,Enterprise
2024-07-01,ORD-17426,Portable SSD 1TB,Electronics,Europe,4,110.34,441.36,209.8,231.56,0.0,CUST-4557,Consumer
2024-07-01,ORD-14658,VPN Annual Sub,Software & Services,Asia Pacific,7,91.81,642.67,68.18,574.49,0.0,CUST-3432,SMB
2024-07-01,ORD-14451,Laptop Pro X1,Electronics,North America,1,1199.65,1199.65,643.75,555.9,0.0,CUST-1086,Government
2024-07-01,ORD-17470,Standing Desk,Home & Office,Europe,1,639.18,639.18,330.84,308.34,0.0,CUST-2935,Consumer
2024-07-02,ORD-11072,Sports Shorts,Clothing,North America,19,35.79,680.01,233.89,446.12,0.0,CUST-1075,Enterprise
2024-07-02,ORD-12966,Winter Hoodie,Clothing,North America,7,64.81,453.67,152.88,300.79,25.0,CUST-3336,SMB
2024-07-02,ORD-16901,Premium Jacket,Clothing,North America,3,219.79,659.37,217.95,441.42,0.0,CUST-4033,Enterprise
2024-07-02,ORD-19624,Bookshelf Organizer,Home & Office,Europe,2,111.05,222.1,76.2,145.9,0.0,CUST-2952,Consumer
2024-07-02,ORD-12469,Portable SSD 1TB,Electronics,North America,1,142.85,142.85,56.75,86.1,25.0,CUST-1356,SMB
2024-07-02,ORD-11191,Ergonomic Chair,Home & Office,Asia Pacific,1,444.14,444.14,200.14,244.0,0.0,CUST-4010,Enterprise
2024-07-02,ORD-15372,Mechanical Keyboard,Electronics,North America,6,149.09,894.54,336.18,558.36,0.0,CUST-3309,SMB
2024-07-02,ORD-13059,USB-C Hub,Electronics,Latin America,1,42.94,42.94,17.96,24.98,0.0,CUST-1897,Enterprise
2024-07-02,ORD-17415,Premium Jacket,Clothing,Europe,2,226.57,453.14,149.18,303.96,15.0,CUST-4742,SMB
2024-07-02,ORD-18824,Ergonomic Chair,Home & Office,Europe,1,516.41,516.41,206.86,309.55,0.0,CUST-4656,SMB
2024-07-02,ORD-12748,Coffee Maker Pro,Home & Office,Europe,1,179.25,179.25,66.68,112.57,0.0,CUST-2284,SMB
2024-07-03,ORD-17136,Mechanical Keyboard,Electronics,North America,2,137.76,275.52,113.34,162.18,0.0,CUST-2599,Consumer
2024-07-03,ORD-17959,Design Suite License,Software & Services,Europe,1,358.07,358.07,45.4,312.67,0.0,CUST-4915,Enterprise
2024-07-03,ORD-18306,Ergonomic Chair,Home & Office,North America,2,461.18,922.36,436.22,486.14,0.0,CUST-3440,Consumer
2024-07-03,ORD-19616,Laptop Pro X1,Electronics,Latin America,1,862.05,862.05,649.89,212.16,0.0,CUST-1834,SMB
2024-07-03,ORD-16520,Backpack Elite,Accessories,Latin America,3,85.94,257.82,100.11,157.71,0.0,CUST-1597,SMB
2024-07-03,ORD-16144,Sports Shorts,Clothing,Middle East,4,35.27,141.08,48.0,93.08,15.0,CUST-3575,Consumer
2024-07-03,ORD-21860,Sunglasses,Accessories,Asia Pacific,1,61.6,61.6,18.49,43.11,20.0,CUST-1273,Consumer
2024-07-03,ORD-12563,Premium Jacket,Clothing,North America,4,202.69,810.76,274.52,536.24,0.0,CUST-1233,Enterprise
2024-07-03,ORD-18015,Bookshelf Organizer,Home & Office,North America,2,115.78,231.56,76.22,155.34,0.0,CUST-3894,Enterprise
2024-07-03,ORD-19510,Sunglasses,Accessories,North America,1,63.16,63.16,18.38,44.78,0.0,CUST-3129,SMB
2024-07-03,ORD-18288,Premium Jacket,Clothing,Asia Pacific,1,182.67,182.67,69.07,113.6,0.0,CUST-4633,Government
2024-07-03,ORD-18210,LED Desk Lamp,Home & Office,Europe,1,49.99,49.99,14.47,35.52,0.0,CUST-4524,Government
2024-07-04,ORD-21751,USB-C Hub,Electronics,North America,1,57.13,57.13,17.46,39.67,0.0,CUST-3565,Consumer
2024-07-04,ORD-17040,Laptop Pro X1,Electronics,North America,1,1019.65,1019.65,591.44,428.21,0.0,CUST-3205,SMB
2024-07-04,ORD-10712,Ergonomic Chair,Home & Office,North America,1,449.25,449.25,215.08,234.17,0.0,CUST-3492,Consumer
2024-07-04,ORD-14838,4K Monitor,Electronics,Asia Pacific,1,466.3,466.3,285.27,181.03,15.0,CUST-1635,Consumer
2024-07-04,ORD-15138,LED Desk Lamp,Home & Office,North America,2,46.54,93.08,30.74,62.34,15.0,CUST-3730,Enterprise
2024-07-04,ORD-19951,LED Desk Lamp,Home & Office,North America,2,61.05,122.1,30.46,91.64,0.0,CUST-3471,SMB
2024-07-04,ORD-20562,Travel Mug,Accessories,Asia Pacific,4,18.05,72.2,23.04,49.16,5.0,CUST-3550,SMB
2024-07-04,ORD-20061,Air Purifier,Home & Office,Asia Pacific,1,217.68,217.68,90.51,127.17,5.0,CUST-1990,SMB
2024-07-04,ORD-16624,Wireless Earbuds,Electronics,Europe,4,94.25,377.0,132.0,245.0,0.0,CUST-1239,Enterprise
2024-07-04,ORD-17720,Running Shoes,Clothing,Europe,7,169.15,1184.05,329.14,854.91,0.0,CUST-3332,Government
2024-07-04,ORD-15644,4K Monitor,Electronics,North America,1,586.83,586.83,289.1,297.73,0.0,CUST-3442,SMB
2024-07-04,ORD-19233,Premium Jacket,Clothing,Middle East,5,221.53,1107.65,373.8,733.85,5.0,CUST-3205,Enterprise
2024-07-04,ORD-20010,Design Suite License,Software & Services,North America,1,294.69,294.69,44.13,250.56,0.0,CUST-2271,SMB
2024-07-04,ORD-19251,Winter Hoodie,Clothing,North America,2,77.18,154.36,41.88,112.48,0.0,CUST-3274,Consumer
2024-07-04,ORD-14835,4K Monitor,Electronics,Europe,3,607.79,1823.37,865.62,957.75,0.0,CUST-2550,SMB
2024-07-04,ORD-17389,Wireless Earbuds,Electronics,North America,2,92.31,184.62,62.02,122.6,0.0,CUST-2211,SMB
2024-07-04,ORD-13817,Standing Desk,Home & Office,Europe,1,569.63,569.63,311.93,257.7,0.0,CUST-4822,Enterprise
2024-07-04,ORD-16233,Premium Jacket,Clothing,Europe,1,263.81,263.81,72.6,191.21,0.0,CUST-2649,Consumer
2024-07-04,ORD-10021,Sports Shorts,Clothing,North America,1,44.24,44.24,12.41,31.83,15.0,CUST-3617,Enterprise
2024-07-04,ORD-12532,4K Monitor,Electronics,Asia Pacific,1,460.32,460.32,292.54,167.78,0.0,CUST-2704,SMB
2024-07-05,ORD-15260,Laptop Pro X1,Electronics,Europe,1,1180.23,1180.23,591.39,588.84,0.0,CUST-4465,Consumer
2024-07-05,ORD-19484,Air Purifier,Home & Office,North America,2,220.31,440.62,189.1,251.52,0.0,CUST-4946,Consumer
2024-07-05,ORD-11769,Ergonomic Chair,Home & Office,North America,2,383.31,766.62,435.28,331.34,0.0,CUST-1181,Consumer
2024-07-05,ORD-14497,Wireless Earbuds,Electronics,Latin America,1,78.29,78.29,32.21,46.08,0.0,CUST-1706,Consumer
2024-07-05,ORD-21488,Sports Shorts,Clothing,North America,3,47.82,143.46,34.89,108.57,20.0,CUST-1465,SMB
2024-07-05,ORD-21491,Denim Jeans,Clothing,North America,1,87.51,87.51,23.87,63.64,0.0,CUST-2941,Consumer
2024-07-05,ORD-14713,USB-C Hub,Electronics,Europe,3,53.84,161.52,52.62,108.9,0.0,CUST-2160,Enterprise
2024-07-05,ORD-14569,USB-C Hub,Electronics,Europe,10,63.9,639.0,173.3,465.7,0.0,CUST-3386,Consumer
2024-07-05,ORD-12979,Running Shoes,Clothing,North America,4,140.0,560.0,189.96,370.04,0.0,CUST-4884,Enterprise
2024-07-05,ORD-21898,Leather Wallet,Accessories,North America,4,64.24,256.96,63.8,193.16,0.0,CUST-4712,Consumer
2024-07-05,ORD-20046,Standing Desk,Home & Office,North America,3,692.08,2076.24,918.6,1157.64,0.0,CUST-3140,Consumer
2024-07-05,ORD-12241,Backpack Elite,Accessories,North America,2,116.72,233.44,68.26,165.18,0.0,CUST-3299,SMB
2024-07-05,ORD-19480,4K Monitor,Electronics,Latin America,1,352.1,352.1,289.96,62.14,25.0,CUST-2589,Consumer
2024-07-05,ORD-21673,Air Purifier,Home & Office,North America,1,202.46,202.46,97.93,104.53,0.0,CUST-3270,Government
2024-07-05,ORD-10006,Sunglasses,Accessories,Asia Pacific,1,53.77,53.77,17.31,36.46,0.0,CUST-3182,Consumer
2024-07-06,ORD-10772,Standing Desk,Home & Office,North America,2,650.27,1300.54,619.1,681.44,0.0,CUST-4904,Consumer
2024-07-06,ORD-13363,Standing Desk,Home & Office,Europe,4,677.76,2711.04,1272.36,1438.68,0.0,CUST-2379,Government
2024-07-06,ORD-11734,Premium Jacket,Clothing,North America,1,200.61,200.61,70.56,130.05,20.0,CUST-2087,Consumer
2024-07-06,ORD-10072,Travel Mug,Accessories,Asia Pacific,6,22.0,132.0,37.74,94.26,10.0,CUST-3513,SMB
2024-07-06,ORD-15072,Travel Mug,Accessories,Latin America,7,18.95,132.65,40.53,92.12,15.0,CUST-3626,Enterprise
2024-07-06,ORD-10169,Wireless Earbuds,Electronics,North America,1,87.92,87.92,30.95,56.97,0.0,CUST-3501,Enterprise
2024-07-06,ORD-20818,Travel Mug,Accessories,North America,1,20.21,20.21,6.16,14.05,0.0,CUST-1361,Enterprise
2024-07-06,ORD-14137,Smart Watch Ultra,Electronics,North America,1,396.88,396.88,200.46,196.42,0.0,CUST-3714,Consumer
2024-07-06,ORD-18179,Backpack Elite,Accessories,North America,2,99.37,198.74,67.96,130.78,0.0,CUST-2853,Enterprise
2024-07-06,ORD-14637,Laptop Pro X1,Electronics,North America,1,1056.66,1056.66,605.27,451.39,0.0,CUST-1055,Enterprise
2024-07-06,ORD-11948,Sports Shorts,Clothing,North America,4,42.71,170.84,47.56,123.28,0.0,CUST-2376,Enterprise
2024-07-06,ORD-16138,Casual T-Shirt,Clothing,Europe,6,32.5,195.0,53.34,141.66,20.0,CUST-2995,Enterprise
2024-07-06,ORD-14820,LED Desk Lamp,Home & Office,Europe,4,46.43,185.72,59.48,126.24,0.0,CUST-4273,Enterprise
2024-07-06,ORD-17058,Leather Wallet,Accessories,Asia Pacific,5,50.83,254.15,81.6,172.55,0.0,CUST-1706,SMB
2024-07-07,ORD-15521,Standing Desk,Home & Office,Europe,1,602.22,602.22,324.54,277.68,5.0,CUST-3325,Government
2024-07-07,ORD-10630,Mechanical Keyboard,Electronics,Europe,1,130.56,130.56,58.7,71.86,0.0,CUST-2568,Consumer
2024-07-07,ORD-16947,Standing Desk,Home & Office,Middle East,1,664.86,664.86,311.86,353.0,0.0,CUST-2571,SMB
2024-07-07,ORD-18147,Running Shoes,Clothing,North America,2,150.42,300.84,92.76,208.08,15.0,CUST-4466,Enterprise
2024-07-07,ORD-15040,Running Shoes,Clothing,Europe,2,145.61,291.22,92.3,198.92,0.0,CUST-3594,Government
2024-07-07,ORD-14218,Design Suite License,Software & Services,North America,2,296.97,593.94,93.38,500.56,0.0,CUST-2116,Consumer
2024-07-07,ORD-16817,Mechanical Keyboard,Electronics,North America,5,150.4,752.0,303.45,448.55,15.0,CUST-4244,Consumer
2024-07-07,ORD-21777,LED Desk Lamp,Home & Office,North America,1,47.31,47.31,14.97,32.34,0.0,CUST-1252,Consumer
2024-07-07,ORD-16322,Ergonomic Chair,Home & Office,North America,7,401.87,2813.09,1475.74,1337.35,0.0,CUST-1804,Enterprise
2024-07-07,ORD-16509,Winter Hoodie,Clothing,North America,3,69.57,208.71,61.41,147.3,0.0,CUST-2262,Consumer
2024-07-07,ORD-21184,Leather Wallet,Accessories,Latin America,3,52.8,158.4,45.75,112.65,0.0,CUST-1193,SMB
2024-07-07,ORD-19564,USB-C Hub,Electronics,North America,4,58.59,234.36,73.0,161.36,0.0,CUST-2188,SMB
2024-07-07,ORD-15069,Sports Shorts,Clothing,Europe,1,44.32,44.32,12.28,32.04,0.0,CUST-2856,Enterprise
2024-07-07,ORD-17983,Air Purifier,Home & Office,Asia Pacific,2,209.2,418.4,182.64,235.76,25.0,CUST-2738,SMB
2024-07-07,ORD-18074,Portable SSD 1TB,Electronics,North America,1,126.22,126.22,53.62,72.6,0.0,CUST-2681,Enterprise
2024-07-07,ORD-12178,Project Mgmt Tool,Software & Services,Europe,7,182.12,1274.84,147.21,1127.63,0.0,CUST-1532,Consumer
2024-07-07,ORD-19192,Standing Desk,Home & Office,North America,6,662.67,3976.02,1901.82,2074.2,0.0,CUST-4844,Consumer
2024-07-07,ORD-20230,Laptop Pro X1,Electronics,Asia Pacific,1,803.4,803.4,647.29,156.11,5.0,CUST-3644,Consumer
2024-07-07,ORD-11974,Backpack Elite,Accessories,Europe,3,107.25,321.75,108.09,213.66,0.0,CUST-1810,Consumer
2024-07-08,ORD-13677,LED Desk Lamp,Home & Office,Asia Pacific,2,53.67,107.34,29.7,77.64,0.0,CUST-1177,Government
2024-07-08,ORD-17097,Standing Desk,Home & Office,Asia Pacific,2,566.35,1132.7,662.14,470.56,0.0,CUST-3429,Enterprise
2024-07-08,ORD-18312,Ergonomic Chair,Home & Office,Europe,1,494.21,494.21,204.64,289.57,20.0,CUST-3289,Enterprise
2024-07-08,ORD-21811,Portable SSD 1TB,Electronics,Asia Pacific,3,114.03,342.09,173.19,168.9,0.0,CUST-4968,Consumer
2024-07-08,ORD-21982,Bookshelf Organizer,Home & Office,Latin America,3,84.5,253.5,108.36,145.14,0.0,CUST-4294,Consumer
2024-07-08,ORD-11702,USB-C Hub,Electronics,North America,5,62.8,314.0,89.3,224.7,0.0,CUST-1218,Consumer
2024-07-08,ORD-17341,Gaming Mouse,Electronics,Middle East,1,87.89,87.89,29.09,58.8,0.0,CUST-3789,Government
2024-07-08,ORD-18758,Backpack Elite,Accessories,Europe,2,114.84,229.68,71.04,158.64,10.0,CUST-4559,Government
2024-07-08,ORD-17896,Sports Shorts,Clothing,Asia Pacific,14,36.97,517.58,160.3,357.28,0.0,CUST-2690,SMB
2024-07-08,ORD-11218,Wireless Earbuds,Electronics,Latin America,4,73.08,292.32,125.76,166.56,0.0,CUST-1633,Consumer
2024-07-08,ORD-13091,Laptop Pro X1,Electronics,North America,3,1191.28,3573.84,1780.65,1793.19,0.0,CUST-4847,Consumer
2024-07-08,ORD-12062,Coffee Maker Pro,Home & Office,North America,3,177.3,531.9,191.79,340.11,0.0,CUST-2688,Consumer
2024-07-08,ORD-17460,Project Mgmt Tool,Software & Services,Asia Pacific,2,150.38,300.76,44.7,256.06,20.0,CUST-3031,SMB
2024-07-08,ORD-18461,Project Mgmt Tool,Software & Services,Europe,2,176.63,353.26,44.7,308.56,0.0,CUST-1597,Government
2024-07-08,ORD-20105,Gaming Mouse,Electronics,Europe,3,81.81,245.43,87.57,157.86,0.0,CUST-3072,Consumer
2024-07-08,ORD-17129,Ergonomic Chair,Home & Office,Middle East,1,518.48,518.48,215.45,303.03,0.0,CUST-1706,Consumer
2024-07-08,ORD-16648,Coffee Maker Pro,Home & Office,North America,1,150.77,150.77,63.08,87.69,25.0,CUST-2122,Consumer
2024-07-09,ORD-21151,USB-C Hub,Electronics,Middle East,5,60.3,301.5,91.15,210.35,0.0,CUST-1662,SMB
2024-07-09,ORD-19372,4K Monitor,Electronics,North America,1,538.57,538.57,302.98,235.59,0.0,CUST-4142,Enterprise
2024-07-09,ORD-13815,Winter Hoodie,Clothing,Asia Pacific,2,51.26,102.52,43.62,58.9,0.0,CUST-3241,Consumer
2024-07-09,ORD-11366,Casual T-Shirt,Clothing,Europe,2,38.17,76.34,17.6,58.74,20.0,CUST-1030,SMB
2024-07-09,ORD-12786,VPN Annual Sub,Software & Services,Europe,4,96.35,385.4,38.52,346.88,0.0,CUST-4406,Consumer
2024-07-09,ORD-19120,Running Shoes,Clothing,Europe,2,156.82,313.64,97.68,215.96,0.0,CUST-3888,Enterprise
2024-07-09,ORD-20239,Portable SSD 1TB,Electronics,North America,4,107.67,430.68,227.36,203.32,0.0,CUST-1998,Enterprise
2024-07-09,ORD-14909,Sports Shorts,Clothing,Asia Pacific,6,36.64,219.84,69.36,150.48,25.0,CUST-2599,Consumer
2024-07-09,ORD-15990,Running Shoes,Clothing,North America,2,147.08,294.16,100.14,194.02,20.0,CUST-3427,SMB
2024-07-09,ORD-15285,Wireless Earbuds,Electronics,Europe,1,87.26,87.26,31.3,55.96,10.0,CUST-2653,Enterprise
2024-07-09,ORD-12688,USB-C Hub,Electronics,North America,6,52.38,314.28,110.34,203.94,0.0,CUST-3499,Enterprise
2024-07-10,ORD-12530,Backpack Elite,Accessories,Europe,5,105.25,526.25,172.95,353.3,0.0,CUST-2667,Enterprise
2024-07-10,ORD-18186,LED Desk Lamp,Home & Office,Latin America,1,46.58,46.58,15.1,31.48,0.0,CUST-3132,Consumer
2024-07-10,ORD-12653,Denim Jeans,Clothing,Asia Pacific,13,70.27,913.51,308.49,605.02,0.0,CUST-3027,Consumer
2024-07-10,ORD-11603,Sunglasses,Accessories,North America,1,66.53,66.53,18.86,47.67,20.0,CUST-4746,Consumer
2024-07-10,ORD-17095,Sunglasses,Accessories,Asia Pacific,2,62.69,125.38,35.1,90.28,0.0,CUST-1410,SMB
2024-07-10,ORD-12509,Sunglasses,Accessories,Middle East,1,82.44,82.44,18.24,64.2,5.0,CUST-4989,Consumer
2024-07-10,ORD-17061,Travel Mug,Accessories,Europe,2,24.36,48.72,12.42,36.3,0.0,CUST-2870,SMB
2024-07-10,ORD-15210,Travel Mug,Accessories,North America,1,20.2,20.2,5.83,14.37,0.0,CUST-3439,Consumer
2024-07-10,ORD-12368,Wireless Earbuds,Electronics,North America,2,91.35,182.7,64.24,118.46,0.0,CUST-3926,Enterprise
2024-07-10,ORD-12864,Cloud Storage Plan,Software & Services,North America,3,99.35,298.05,44.94,253.11,0.0,CUST-4540,SMB
2024-07-10,ORD-16696,Gaming Mouse,Electronics,Asia Pacific,5,70.01,350.05,142.15,207.9,0.0,CUST-3096,Enterprise
2024-07-10,ORD-12666,Project Mgmt Tool,Software & Services,Europe,2,183.74,367.48,42.32,325.16,0.0,CUST-4993,Consumer
2024-07-10,ORD-20008,Cloud Storage Plan,Software & Services,Europe,6,113.25,679.5,90.78,588.72,0.0,CUST-1821,SMB
2024-07-10,ORD-12848,Backpack Elite,Accessories,Latin America,1,82.28,82.28,34.73,47.55,0.0,CUST-3746,Government
2024-07-10,ORD-11337,Denim Jeans,Clothing,Asia Pacific,7,61.16,428.12,173.46,254.66,0.0,CUST-1313,Enterprise
2024-07-10,ORD-15751,Design Suite License,Software & Services,North America,2,380.79,761.58,86.56,675.02,0.0,CUST-4872,Consumer
2024-07-10,ORD-10171,Mechanical Keyboard,Electronics,Latin America,2,121.57,243.14,114.66,128.48,0.0,CUST-3242,Consumer
2024-07-11,ORD-21828,Sunglasses,Accessories,Europe,6,86.77,520.62,107.1,413.52,0.0,CUST-3512,Government
2024-07-11,ORD-12009,Coffee Maker Pro,Home & Office,Europe,2,181.13,362.26,126.52,235.74,0.0,CUST-1025,SMB
2024-07-11,ORD-13937,Portable SSD 1TB,Electronics,North America,12,137.39,1648.68,660.96,987.72,0.0,CUST-2147,Enterprise
2024-07-11,ORD-19621,Bookshelf Organizer,Home & Office,Asia Pacific,1,92.72,92.72,39.39,53.33,0.0,CUST-4633,SMB
2024-07-11,ORD-18158,Air Purifier,Home & Office,Asia Pacific,4,198.05,792.2,362.12,430.08,0.0,CUST-3475,Enterprise
2024-07-11,ORD-15720,Mechanical Keyboard,Electronics,Europe,1,167.51,167.51,58.42,109.09,0.0,CUST-4542,Government
2024-07-11,ORD-10481,Mechanical Keyboard,Electronics,North America,6,148.2,889.2,334.56,554.64,0.0,CUST-3587,Consumer
2024-07-11,ORD-17220,Backpack Elite,Accessories,North America,4,104.5,418.0,144.08,273.92,0.0,CUST-2199,Government
2024-07-12,ORD-16802,Cloud Storage Plan,Software & Services,North America,5,117.28,586.4,76.7,509.7,25.0,CUST-3387,Consumer
2024-07-12,ORD-10380,Design Suite License,Software & Services,North America,1,406.02,406.02,43.93,362.09,0.0,CUST-2812,Consumer
2024-07-12,ORD-21083,Gaming Mouse,Electronics,Asia Pacific,1,69.26,69.26,27.45,41.81,0.0,CUST-2223,Enterprise
2024-07-12,ORD-21974,Design Suite License,Software & Services,Europe,3,448.34,1345.02,138.87,1206.15,0.0,CUST-4425,Enterprise
2024-07-12,ORD-20438,Casual T-Shirt,Clothing,Latin America,3,31.72,95.16,27.18,67.98,0.0,CUST-1576,SMB
2024-07-12,ORD-18139,LED Desk Lamp,Home & Office,Asia Pacific,6,45.96,275.76,92.94,182.82,0.0,CUST-2005,Enterprise
2024-07-12,ORD-21531,Running Shoes,Clothing,North America,2,152.52,305.04,99.06,205.98,0.0,CUST-2278,SMB
2024-07-12,ORD-18360,Sports Shorts,Clothing,Asia Pacific,5,36.93,184.65,60.3,124.35,0.0,CUST-3415,SMB
2024-07-12,ORD-11116,VPN Annual Sub,Software & Services,North America,1,87.59,87.59,10.21,77.38,0.0,CUST-3481,Consumer
2024-07-12,ORD-12606,Laptop Pro X1,Electronics,Europe,2,1169.48,2338.96,1185.16,1153.8,0.0,CUST-3416,Enterprise
2024-07-12,ORD-18852,Mechanical Keyboard,Electronics,Middle East,1,140.67,140.67,55.88,84.79,25.0,CUST-1991,Enterprise
2024-07-12,ORD-18305,Coffee Maker Pro,Home & Office,Asia Pacific,1,166.32,166.32,66.0,100.32,0.0,CUST-4387,Enterprise
2024-07-12,ORD-19111,4K Monitor,Electronics,Latin America,7,462.42,3236.94,2084.95,1151.99,25.0,CUST-1240,Enterprise
2024-07-12,ORD-11607,4K Monitor,Electronics,Europe,1,520.29,520.29,301.09,219.2,0.0,CUST-3367,SMB
